Site	Rank_a	Rank_b	score
403	134	1847	22.180499805774957
515	135	2	1.7221287064612196
599	136	764	8.13155509517027
5808	137	4944	62.242651819241225
768	138	1695	20.1605593681212
714	139	763	8.079761750615045
5004	140	5170	65.13013077819501
1529	141	3572	44.42574129224395
5921	142	5199	65.47973585394277
6576	143	247	1.346626958435841
2528	144	3089	38.132849928784154
4873	145	2736	33.54913893564677
4106	146	386	3.1076006733134793
2540	147	1318	15.162501618542018
1225	148	1133	12.754111096724072
4549	149	699	7.121584876343389
4257	150	293	1.8516120678492816
1193	151	2518	30.64871164055419
5564	152	4292	53.606111614657515
2428	153	163	0.12948336138806163
1377	154	4402	55.00453191764858
4597	155	1799	21.28706461219733
1138	156	178	0.2848633950537356
6580	157	389	3.00401398420303
2175	158	1102	12.223229315033018
694	159	4525	56.53243558202771
6174	160	3894	48.34908714230222
5858	161	3271	40.26932539168717
4759	162	1327	15.08481160170918
5974	163	1729	20.27709439337045
2649	164	698	6.914411498122491
7407	165	3309	40.70956882040658
4812	166	4428	55.18580862359187
5719	167	2439	29.418619707367604
1135	168	3146	38.560145021364754
1266	169	2665	32.31904700246018
5666	170	396	2.9263239673701933
6437	171	226	0.712158487634339
6886	172	2932	35.73740774310501
6507	173	187	0.18127670594328626
5578	174	4106	50.91285769778583
6458	175	667	6.3705813802926325
1989	176	2406	28.874789589537748
3118	177	1086	11.770037550174802
2129	178	5011	62.57930855885019
3935	179	4261	52.855108118606765
3221	180	525	4.467175967888126
1678	181	2721	32.888773792567655
7061	182	38	1.8645604039880876
3700	183	1119	12.11964262592257
5615	184	3461	42.431697526867794
1636	185	145	0.5179334455522465
1010	186	585	5.1663861193836595
1829	187	95	1.191246924770167
3779	188	2359	28.11083775734818
3807	189	5248	65.50563252622038
2025	190	2438	29.107859640036253
7075	191	1895	22.0639647805257
3844	192	6876	86.54667875178039
6486	193	72	1.5667486727955457
2849	194	332	1.7868703871552507
5546	195	1238	13.505114592774827
901	196	4237	52.3242263369157
5539	197	2443	29.081962967758646
7089	198	1549	17.493202123527126
1030	199	2084	24.407613621649617
869	200	6717	84.38430661659977
5596	201	1008	10.449307264016573
5534	202	3939	48.38793215071863
4022	203	3426	41.732487375372266
6471	204	2342	27.68354266476758
5511	205	186	0.2460183866373171
7216	206	2638	31.490353489576588
3815	207	4894	60.68885148258448
1908	208	689	6.228149682765765
1846	209	3684	44.99546808235142
3806	210	6205	77.62527515214295
3093	211	868	8.50705684319565
732	212	4462	55.030428589926196
2562	213	1458	16.120678492813674
3128	214	2557	30.337951573222842
1429	215	165	0.6474168069403082
6151	216	883	8.63654020458371
1109	217	1922	22.07691311666451
5922	218	5319	66.04946264405024
7308	219	2848	34.04117570892141
6447	220	658	5.671371228797099
1384	221	476	3.3018257153955717
3371	222	31	2.473132202511977
3254	223	120	1.333678622297035
7256	224	3565	43.2603910397514
7185	225	402	2.291855496568691
5508	226	619	5.088696102550823
3444	227	1964	22.491259873106305
2431	228	33	2.524925547067202
1301	229	29	2.589667227761233
3347	230	1281	13.608701281885278
5982	231	181	0.6474168069403082
4467	232	3195	38.365919979282666
1855	233	46	2.4213388579567523
7217	234	1475	16.06888514825845
1856	235	908	8.714230221416548
6552	236	83	1.981095429237343
5772	237	1821	20.510164443868963
1614	238	4085	49.812249125987314
3942	239	2419	28.22737278259744
83	240	434	2.5119772109283955
5647	241	1007	9.918425482325521
1958	242	1603	17.622685484915188
1186	243	4560	55.89796711122621
4237	244	212	0.4143467564417972
760	245	136	1.4113686391298719
6560	246	40	2.66735724459407
1568	247	48	2.5767188916224266
7480	248	480	3.00401398420303
1532	249	637	5.023954421856791
6324	250	1996	22.607794898355564
2851	251	24	2.939272303508999
1145	252	4773	58.53942768354267
1918	253	141	1.4502136475462901
7139	254	149	1.359575294574647
3069	255	58	2.5508222193448145
3063	256	2068	23.462385083516768
7410	257	166	1.1782985886313608
3056	258	1092	10.798912339764339
1647	259	2184	24.925547067201865
2653	260	1892	21.131684578531658
7402	261	216	0.5826751262462774
7555	262	4597	56.13103716172472
1643	263	1116	11.044930726401656
1036	264	3397	40.56713712287971
733	265	5831	72.07043894859511
1822	266	459	2.4990288747895892
456	267	1626	17.596788812637577
573	268	2064	23.25521170529587
611	269	1959	21.882688074582415
2323	270	2667	31.037161724718377
1663	271	1362	14.126634727437523
4998	272	4335	52.60908973196944
4732	273	26	3.1982390262851226
5674	274	2358	26.984332513272047
7159	275	152	1.5926453450731581
5574	276	438	2.0976304544865982
1537	277	96	2.3436488411239154
1344	278	209	0.8934351935776254
1538	279	47	3.00401398420303
5667	280	88	2.4860805386507834
6801	281	100	2.3436488411239154
7167	282	452	2.201217143597048
5509	283	483	2.589667227761233
1831	284	892	7.872588372394147
6768	285	104	2.3436488411239154
1919	286	252	0.4402434287194096
6972	287	126	2.0846821183477924
1834	288	41	3.1982390262851226
1885	289	51	3.0817040010358667
7084	290	1405	14.437394794768874
1681	291	2370	26.919590832578017
5586	292	2108	23.514178428071993
5579	293	586	3.7938624886702055
1991	294	4750	57.69778583452027
5591	295	1425	14.631619836850964
2034	296	1647	17.493202123527126
1560	297	2784	32.20251197721093
1404	298	1314	13.155509517027062
1854	299	44	3.3018257153955717
1270	300	116	2.382493849540334
6562	301	108	2.4990288747895892
3969	302	115	2.4213388579567523
704	303	3714	44.166774569467826
4326	304	2389	26.99728084941085
709	305	547	3.1334973455910915
2506	306	2254	25.223358798394408
6565	307	373	0.8545901851612068
1190	308	6361	78.3762786481937
715	309	2797	32.21546031334974
3061	310	2181	24.22633691570633
2897	311	86	2.9133756312313865
144	312	1431	14.489188139324098
6133	313	117	2.537873883206008
801	314	2801	32.20251197721093
797	315	314	0.012948336138806162
3952	316	2309	25.80603392464068
726	317	1302	12.754111096724072
6559	318	36	3.6514307911433384
7497	319	2242	24.89965039492425
3881	320	123	2.5508222193448145
152	321	411	1.1653502524925548
6676	322	3272	38.19759160947818
7476	323	489	2.1494237990418235
3344	324	2590	29.340929690534768
6577	325	625	3.884500841641849
3290	326	211	1.4890586559627088
4152	327	5164	62.631101903405415
4297	328	7141	88.21701411368639
1035	329	1153	10.66942897837628
980	330	2296	25.456428848892916
3701	331	5198	63.0195519875696
2839	332	1122	10.229185549656869
6313	333	1304	12.572834390780784
1024	334	4449	53.28240321118736
7473	335	42	3.7938624886702055
2433	336	182	1.9940437653761491
4376	337	2196	24.070956882040658
832	338	3076	35.452544348051276
7469	339	248	1.1782985886313608
5104	340	3489	40.77431050110061
5191	341	69	3.5219474297552766
5323	342	4996	60.26155639000389
5194	343	601	3.34067072381199
5316	344	3387	39.401786870387156
4137	345	3686	43.2603910397514
1572	346	2984	34.15771073417066
138	347	1121	10.022012171435971
2841	348	1671	17.130648711640553
5701	349	382	0.4272950925806034
6294	350	1347	12.909491130389744
6564	351	918	7.341706590703094
4180	352	7568	93.43519357762527
1938	353	442	1.1524019163537487
3961	354	3787	44.45163796452156
6483	355	80	3.5607924381716947
5572	356	64	3.7809141525313996
6463	357	218	1.7998187232940568
943	358	1229	11.278000776900168
3281	359	50	4.001035866891105
34	360	1441	13.997151366049462
6449	361	43	4.1175708921403595
3695	362	679	4.104622556001554
6982	363	262	1.3077819500194225
1011	364	646	3.6514307911433384
3127	365	122	3.1464456817298982
3115	366	53	4.05282921144633
1034	367	995	8.13155509517027
3077	368	1442	13.90651301307782
3060	369	1597	15.90055677845397
3055	370	516	1.8904570762656998
1893	371	3160	36.11290949113039
3852	372	1275	11.692347533341966
1056	373	456	1.0747118995209117
7522	374	4613	54.88799689239933
3919	375	486	1.437265311407484
1069	376	4007	47.01540852000518
4989	377	1753	17.816910526997283
1071	378	7615	93.7071086365402
1978	379	7120	87.28473391169234
2939	380	753	4.829729379774699
4184	381	39	4.428330959471708
2383	382	284	1.268936941603004
4877	383	2306	24.89965039492425
6160	384	3505	40.411757089214035
4380	385	1736	17.493202123527126
7163	386	1265	11.381587466010618
6181	387	68	4.130519228279166
681	388	6315	76.74478829470414
687	389	1168	10.08675385213
2659	390	681	3.7679658163925933
7383	391	1357	12.508092710086755
6134	392	61	4.28589926194484
4854	393	2639	29.081962967758646
7171	394	62	4.298847598083647
1224	395	670	3.5607924381716947
5942	396	110	3.703224135698563
5724	397	562	2.1364754629030167
1264	398	63	4.337692606500065
7180	399	217	2.3565971772627217
6732	400	1761	17.622685484915188
2324	401	1013	7.924381716949372
6698	402	2263	24.09685355431827
1166	403	142	3.3795157322284086
4260	404	3638	41.87491907289913
1141	405	582	2.291855496568691
7137	406	66	4.402434287194096
7399	407	504	1.2559886054641978
561	408	1681	16.483231904700247
557	409	505	1.2430402693253917
551	410	3067	34.403729120807974
442	411	201	2.719150589149294
432	412	236	2.2789071604298847
556	413	27	4.9980577495791785
493	414	326	1.1394535802149424
530	415	329	1.1135569079373302
5358	416	826	5.308817816910527
5387	417	4194	48.90586559627088
5205	418	4592	54.04635504337693
5320	419	2463	26.4663990677198
400	420	3901	45.073158099184255
440	421	2404	25.67655056325262
6858	422	2910	32.21546031334974
580	423	4409	51.61206784928136
352	424	3557	40.56713712287971
461	425	151	3.5478441020328892
420	426	1878	18.80098407354655
554	427	215	2.745047261426907
3714	428	430	0.025896672277612325
102	429	2305	24.29107859640036
3054	430	519	1.1524019163537487
6243	431	1486	13.660494626440503
691	432	1988	20.14761103198239
1913	433	2837	31.127800077690015
3033	434	1737	16.87168198886443
3351	435	84	4.544865984720963
5839	436	5256	62.41098018904571
7150	437	366	0.9193318658552376
706	438	497	0.7639518321895636
834	439	4963	58.578272691959086
5872	440	5738	68.60028486339506
7143	441	93	4.506020976304545
87	442	983	7.005049851094134
7458	443	197	3.1852906901463163
1828	444	114	4.272950925806033
5788	445	1637	15.434416677456946
3838	446	4545	53.075229832966464
2422	447	103	4.454227631749321
5735	448	1247	10.345720574906125
2754	449	2369	24.860805386507835
4782	450	98	4.5578143208597695
1012	451	87	4.713194354525443
1888	452	97	4.5966593292761875
7182	453	92	4.674349346109025
6735	454	175	3.6125857827269194
311	455	4879	57.283439078078466
4001	456	829	4.829729379774699
4353	457	1801	17.402563770555485
4347	458	6230	74.73779619318918
4651	459	2563	27.24329923604817
5577	460	2543	26.97138417713324
3283	461	331	1.6832836980448012
5521	462	6304	75.6441797229056
1305	463	1697	15.978246795286804
5522	464	3470	38.92269843325133
961	465	2135	21.623721351806292
805	466	1687	15.809918425482325
962	467	1206	9.568820406577755
3252	468	105	4.700246018386638
7428	469	1445	12.637576071474815
2885	470	91	4.907419396607536
1612	471	1274	10.397513919461348
4733	472	596	1.6055936812119642
6567	473	106	4.752039362941862
4665	474	4093	46.86002848633951
4872	475	3893	44.257412922439464
4869	476	3308	36.66968794509906
5628	477	2301	23.617765117182444
1016	478	89	5.036902757995597
4863	479	6891	83.02473132202512
489	480	2243	22.827916612715267
481	481	3697	41.64184902240062
555	482	73	5.295869480771721
942	483	455	0.36255341188657253
913	484	4467	51.57322284086495
907	485	4897	57.128059044412794
6433	486	2504	26.12974232811084
6028	487	405	1.0617635633821054
6469	488	827	4.389485951055289
1680	489	4930	57.503560792438165
1298	490	590	1.2948336138806165
1325	491	3436	38.132849928784154
5985	492	99	5.088696102550823
1677	493	1861	17.713323837886833
767	494	1527	13.375631231386768
6361	495	380	1.4890586559627088
5893	496	2313	23.5271267642108
795	497	4943	57.568302473132206
1573	498	5127	59.93784798653373
1328	499	2417	24.834908714230224
6325	500	2376	24.29107859640036
1565	501	191	4.013984203029911
6165	502	2421	24.847857050369026
1563	503	3604	40.15279036643791
1558	504	3729	41.758384047649876
6569	505	385	1.5538003366567397
6775	506	378	1.6573870257671888
5849	507	765	3.34067072381199
1544	508	1800	16.729250291337564
1171	509	574	0.8416418490224006
5734	510	3568	39.59601191246925
5907	511	3842	43.13090767836333
5654	512	2568	26.621779101385474
5652	513	1586	13.893564676939013
1591	514	3134	33.924640683672145
1674	515	1446	12.054900945228537
6086	516	1345	10.73417065907031
6087	517	4128	46.75644179722905
5932	518	180	4.376537614916484
5607	519	384	1.7480253787388318
5608	520	400	1.5538003366567397
5930	521	1966	18.710345720574907
1375	522	2468	25.197462126116793
5611	523	2049	19.759160947818206
1062	524	2472	25.223358798394408
5612	525	964	5.6843195649359055
6337	526	2179	21.40359963744659
6110	527	4052	45.64288488929172
725	528	2771	29.043117959342226
1076	529	560	0.40139842030299105
5649	530	1360	10.747118995209116
1053	531	2795	29.315033018257154
5569	532	2241	22.128706461219732
882	533	2433	24.60183866373171
5008	534	1833	16.819888644309206
4885	535	441	1.2171435970477793
4664	536	610	0.9581768742716561
3070	537	2000	18.943415771073415
2168	538	3610	39.777288618412534
4484	539	2216	21.714359704777937
4255	540	185	4.5966593292761875
3799	541	2512	25.52117052958695
3932	542	1981	18.632655703742067
4904	543	1396	11.044930726401656
4883	544	264	3.625534118865726
1905	545	1459	11.834779230868833
4428	546	2222	21.70141136863913
4398	547	5872	68.94988993914282
2181	548	1436	11.498122491259872
2702	549	417	1.7091803703224135
4946	550	609	0.7639518321895636
2185	551	4306	48.621002201217145
1936	552	199	4.570762656998576
4657	553	2929	30.765246665803442
33	554	4821	55.250550304285895
7058	555	2962	31.16664508610644
7592	556	220	4.350640942638871
4495	557	591	0.4402434287194096
7080	558	121	5.658422892658294
5517	559	1920	17.622685484915188
4590	560	200	4.661401009970219
2139	561	572	0.1424316975268678
7470	562	127	5.632526220380681
4845	563	1739	15.227243299236049
5474	564	6789	80.60339246406836
4848	565	1289	9.374595364495661
5460	566	634	0.8804868574388192
7172	567	118	5.813802926323968
5017	568	214	4.583710993137382
4534	569	3549	38.586041693642365
5021	570	210	4.661401009970219
3975	571	475	1.2430402693253917
3684	572	2121	20.056972679010748
4511	573	3023	31.723423540075103
3438	574	491	1.0747118995209117
2360	575	5482	63.537485433121844
3065	576	1822	16.13362682895248
4208	577	1595	13.181406189304672
1850	578	2420	23.850835167680952
3119	579	877	3.8586041693642366
5090	580	4576	51.741551210669435
5147	581	2382	23.3199533859899
5173	582	1824	16.081833484397254
5333	583	3917	43.16975268677975
2444	584	184	5.179334455522466
5078	585	1144	7.238119901592645
576	586	365	2.861582286676162
532	587	2866	29.509258060339246
435	588	1622	13.388579567525575
666	589	543	0.5956234623850835
5200	590	3555	38.391816651560276
5267	591	507	1.0876602356597178
5279	592	4012	44.28330959471708
5285	593	5611	64.97475074452933
544	594	4170	46.30325003237084
550	595	4225	47.002460183866376
500	596	3400	36.30713453321248
487	597	904	3.9751391946134924
485	598	2176	20.432474427036126
391	599	1358	9.827787129353878
575	600	2847	29.094911303897447
471	601	1299	9.037938624886701
6021	602	1106	6.525961413958306
6379	603	2442	23.811990159264536
3177	604	4874	55.28939531270232
3068	605	368	3.068755664897061
3732	606	3449	36.81211964262592
3768	607	5577	64.35323060986663
3814	608	2635	26.246277353360092
2412	609	5027	57.205749061245626
2413	610	5214	59.614139583063576
5992	611	2094	19.20238249384954
7568	612	3030	31.309076783633305
3842	613	6246	72.93797746989512
7255	614	2074	18.904570762657
6082	615	3741	40.47649876990806
4625	616	1317	9.07678363330312
7615	617	2760	27.74828434546161
6022	618	1074	5.904441279295611
684	619	281	4.376537614916484
7646	620	1049	5.554836203547844
703	621	4850	54.75851353101127
4262	622	7264	86.00284863395053
6274	623	154	6.07276964910009
4228	624	2710	27.010229185549655
4227	625	4725	53.08817816910527
4220	626	2860	28.92658293409297
4219	627	2655	26.259225689498898
2761	628	1372	9.633562087271786
769	629	4090	44.81419137640813
2791	630	607	0.29781173119254173
3974	631	6052	70.19293020846821
4135	632	3375	35.5172860287453
4115	633	2990	30.51922827916613
2907	634	1585	12.313867668004661
4068	635	1099	6.00802796840606
7485	636	555	1.0488152272432991
4008	637	5063	57.309335750356084
7472	638	1176	6.966204842677716
4266	639	3343	35.01230091933187
6591	640	4434	49.125987310630585
4301	641	6522	76.14916483231904
6255	642	468	2.2530104881522726
1274	643	171	6.111614657516509
4505	644	390	3.2888773792567654
1268	645	170	6.150459665932927
2516	646	1365	9.309853683801633
257	647	7437	87.91920238249385
6387	648	3681	39.272303508999094
6113	649	3643	38.767318399585655
3853	650	5209	59.0314644568173
4573	651	2051	18.12767059432863
4474	652	3354	34.98640424705425
7394	653	292	4.674349346109025
730	654	7342	86.59847209633563
1223	655	4926	55.30234364884112
735	656	194	5.982131296128448
4345	657	3509	36.92865466787518
4339	658	1771	14.41149812249126
2648	659	1707	13.569856273468858
3915	660	375	3.6902757995597564
4375	661	356	3.9492425223358802
5957	662	4000	43.221546031334974
2877	663	1890	15.887608442315162
2088	664	3268	33.71746730545125
944	665	2495	23.69545513401528
2154	666	4205	45.82416159523501
1522	667	6288	72.78259743622945
5007	668	6073	69.98575683024731
1536	669	158	6.61659976692995
3301	670	2117	18.736242392852517
1542	671	157	6.655444775346369
5022	672	167	6.538909750097112
3440	673	1609	12.11964262592257
6462	674	1484	10.488152272432991
6503	675	2549	24.26518192412275
7703	676	6369	73.71487763822348
5443	677	198	6.202253010488152
2026	678	3745	39.7125469377185
6465	679	3648	38.4436099961155
7032	680	1614	12.093745953644957
1833	681	188	6.383529716431438
871	682	6256	72.17402563770555
7041	683	177	6.551858086235919
927	684	7609	89.66722776123268
1664	685	508	2.291855496568691
7702	686	4021	43.18270102291856
1939	687	174	6.642496439207562
5630	688	4565	50.2006992101515
5620	689	4834	53.67085329535155
7669	690	4614	50.80927100867538
4968	691	176	6.668393111485174
7052	692	173	6.720186456040398
4878	693	1575	11.420432474427036
1401	694	369	4.208209245112003
6446	695	821	1.6314903534895766
6520	696	2909	28.654667875178042
5927	697	1843	14.838793215071863
3356	698	155	7.030946523371746
4898	699	4193	45.24148646898873
7668	700	4437	48.38793215071863
3255	701	153	7.0956882040657785
5850	702	3707	38.90975009711252
3247	703	156	7.082739867926971
6398	704	1696	12.844749449695714
7713	705	1241	6.940308170400103
904	706	4604	50.472614269066426
5790	707	1703	12.896542794250939
2303	708	6529	75.37226466399068
4929	709	355	4.583710993137382
6454	710	159	7.134533212482196
5271	711	2570	24.070956882040658
5261	712	2255	19.979282662177912
671	713	330	4.9592127411627605
5362	714	1230	6.68134144762398
5198	715	4517	49.229573999741035
5103	716	1397	8.817816910526997
5361	717	3506	36.11290949113039
5235	718	3170	31.74932021235271
5286	719	6547	75.46290301696233
5274	720	2459	22.51715654538392
5239	721	3601	37.29120807976175
803	722	3730	38.94859510552894
1902	723	593	1.6832836980448012
1140	724	2907	28.266217791013855
3391	725	2457	22.426518192412274
2633	726	606	1.5538003366567397
2893	727	232	6.4094263887090515
879	728	5152	57.283439078078466
4302	729	861	1.7091803703224135
1163	730	3004	29.444516379645215
2625	731	897	2.1494237990418235
6890	732	1285	7.160429884759808
3418	733	876	1.8516120678492816
6887	734	1919	15.343778324485305
3034	735	3925	41.305192282791666
3416	736	871	1.7480253787388318
793	737	2672	25.055030428589927
721	738	5228	58.13802926323967
3854	739	5021	55.44477534636799
1105	740	2676	25.067978764728732
4370	741	2917	28.175579438042213
4498	742	3113	30.70050498510941
1013	743	4197	44.723553023436494
376	744	4414	47.52039362941862
373	745	5109	56.50653890975009
368	746	5807	65.53152919849799
586	747	1635	11.498122491259872
595	748	2322	20.3806810824809
430	749	169	7.510034960507575
3360	750	233	6.6942897837627875
3960	751	3796	39.42768354266477
3348	752	1258	6.551858086235919
3971	753	261	6.3705813802926325
3376	754	621	1.7221287064612196
2959	755	851	1.2430402693253917
6332	756	432	4.1952609089731965
6397	757	2314	20.1605593681212
3389	758	1160	5.205231127800078
2882	759	234	6.797876472873236
3237	760	617	1.8516120678492816
3771	761	1766	13.013077819500193
3145	762	587	2.265958824291079
3141	763	1844	13.997151366049462
3251	764	241	6.7719798005956235
6453	765	230	6.927359834261297
3810	766	7026	81.05658422892658
6457	767	1198	5.580732875825457
3081	768	856	1.1394535802149424
3839	769	4108	43.23449436747378
3288	770	231	6.979153178816522
3059	771	229	7.017998187232941
3850	772	5741	64.34028227372782
6390	773	972	2.5767188916224266
1060	774	2855	26.945487504855624
928	775	4974	54.370063446847084
3860	776	1489	9.232163666968795
1063	777	1244	6.0468729768224785
6346	778	6526	74.42703612585782
3404	779	2380	20.730286158228665
3872	780	4529	48.543312184384305
2981	781	872	1.1782985886313608
2978	782	580	2.615563900038845
6333	783	1443	8.545901851612067
3383	784	445	4.389485951055289
5524	785	482	3.9233458500582676
2496	786	2802	26.103845655833226
2866	787	436	4.544865984720963
5704	788	363	5.50304285899262
5705	789	364	5.50304285899262
4974	790	280	6.603651430791143
4948	791	942	1.9551987569597307
5736	792	614	2.3048038327074973
5843	793	427	4.739091026803056
4914	794	7382	85.303638482455
4905	795	4226	44.42574129224395
5859	796	55	9.594717078855366
5681	797	1181	4.972161077301567
5884	798	3028	28.874789589537748
4887	799	418	4.933316068885149
4875	800	565	3.0428589926194483
4865	801	6400	72.4977340411757
4850	802	242	7.251068237731452
4810	803	5023	54.64197850576201
2296	804	5941	66.51560274504726
2319	805	431	4.842677715913505
2344	806	4141	43.18270102291856
4735	807	224	7.548879968923994
4893	808	854	0.5956234623850835
4714	809	237	7.406448271397126
5025	810	451	4.648452673831413
1562	811	225	7.587724977340411
5506	812	477	4.337692606500065
5505	813	2315	19.448400880486858
5478	814	5833	64.98769908066814
5477	815	7562	87.36242392852517
5469	816	4721	50.56325262203807
5457	817	2862	26.479347403858604
5448	818	5897	65.7645992489965
1788	819	632	2.4213388579567523
1841	820	1003	2.369545513401528
5049	821	322	6.461219733264276
5600	822	1667	10.941344037291207
1897	823	982	2.0587854460701798
5632	824	1649	10.682377314515085
891	825	7182	82.31257283439078
1611	826	222	7.820795027838923
5651	827	639	2.4342871940955586
5655	828	1926	14.217273080409168
5662	829	3062	28.913634597954164
2064	830	2886	26.621779101385474
2076	831	1639	10.46225560015538
1895	832	256	7.458241615952351
4026	833	3095	29.289136345979543
4713	834	1428	7.6913116664508605
1347	835	255	7.510034960507575
4346	836	3583	35.56907937330053
4342	837	419	5.412404506020977
4331	838	2686	23.92852518451379
4330	839	6845	77.76770684966982
1189	840	2321	19.17648582157193
4325	841	5377	58.73365272562475
4311	842	3363	32.64275540593034
6247	843	1794	12.313867668004661
6263	844	1380	6.940308170400103
4371	845	657	2.4342871940955586
4243	846	221	8.09271008675385
4226	847	873	0.33665673960896025
2785	848	1011	2.1105787906254045
2792	849	447	5.205231127800078
4161	850	342	6.577754758513531
1122	851	1795	12.223229315033018
4070	852	1117	3.4313090767836334
6309	853	2979	27.528162631101903
6314	854	1789	12.106694289783764
2855	855	362	6.383529716431438
4236	856	223	8.196296775864303
2359	857	6595	74.29755276446977
2592	858	1831	12.598731063058397
4482	859	454	5.244076136216496
5987	860	1185	4.208209245112003
2384	861	1308	5.787906254046355
4660	862	6718	75.8254564288489
6016	863	228	8.222193448141914
6017	864	4681	49.42379904182312
4659	865	3831	38.40476498769908
6029	866	245	8.040916742198627
2405	867	5729	62.954810306875565
6037	868	244	8.079761750615045
6139	869	5244	56.64897060727696
4621	870	1853	12.728214424446458
2421	871	227	8.33872847339117
2429	872	240	8.183348439725496
2438	873	239	8.209245112003108
1295	874	271	7.807846691700117
6088	875	4100	41.758384047649876
4510	876	1174	3.8586041693642366
2517	877	238	8.273986792697139
6109	878	6820	76.93901333678622
6126	879	448	5.580732875825457
2418	880	3699	36.50135957529457
1942	881	4918	52.272432992360486
3370	882	822	0.7769001683283698
195	883	306	7.471189952091156
6734	884	416	6.059821312961285
773	885	1253	4.764987699080668
7126	886	1094	2.693253916871682
7053	887	269	8.00207173378221
7416	888	858	0.3884500841641849
6959	889	263	8.10565842289266
820	890	2476	20.536061116146577
